Dataset	Model	Metrics	Divergence
wn	node2vec	0.004703745
wn	node2vec	0.003330734
wn	node2vec	0.0002323785
wn	node2vec	0.007199873
wn	node2vec	0.003919117
wn	node2vec	0.0002323612
wn	glove	0.00526989
wn	glove	0.004214002
wn	glove	2.353235e-07
wn	glove	0.00526989
wn	glove	0.004214002
wn	glove	2.353235e-07
wn	ggvc	0.001779035
wn	ggvc	3.402823e+38
wn	ggvc	2.271512e-06
wn	ggvc	0.001779035
wn	ggvc	3.402823e+38
wn	ggvc	2.271512e-06
wn	prone	0.0001638795
wn	prone	0.005917765
wn	prone	0.0001409658
wn	prone	0.0001638795
wn	prone	0.005917765
wn	prone	0.0001409658
wn_concept	node2vec	0.005952275
wn_concept	node2vec	0.003560525
wn_concept	node2vec	0.0002446221
wn_concept	node2vec	0.007614416
wn_concept	node2vec	0.004801566
wn_concept	node2vec	0.0002446172
wn_concept	glove	0.004184257
wn_concept	glove	0.004455541
wn_concept	glove	2.36702e-07
wn_concept	glove	0.004184257
wn_concept	glove	0.004455541
wn_concept	glove	2.36702e-07
wn_concept	ggvc	0.01055453
wn_concept	ggvc	3.402823e+38
wn_concept	ggvc	5.222871e-06
wn_concept	ggvc	0.01055453
wn_concept	ggvc	3.402823e+38
wn_concept	ggvc	5.222872e-06
wn_concept	prone	0.000200649
wn_concept	prone	0.005353563
wn_concept	prone	0.0001419033
wn_concept	prone	0.000200649
wn_concept	prone	0.005353563
wn_concept	prone	0.0001419033
clics	node2vec	0.01292587
clics	node2vec	0.01717358
clics	node2vec	0.01684009
clics	node2vec	0.01283123
clics	node2vec	0.01714748
clics	node2vec	0.01683751
clics	glove	0.01272143
clics	glove	0.01686374
clics	glove	0.01669786
clics	glove	0.01272143
clics	glove	0.01686374
clics	glove	0.01669786
clics	ggvc	0.01419896
clics	ggvc	0.01592846
clics	ggvc	0.01667478
clics	ggvc	0.01419896
clics	ggvc	0.01592846
clics	ggvc	0.01667478
clics	prone	0.01299735
clics	prone	0.01807247
clics	prone	0.01677763
clics	prone	0.01299735
clics	prone	0.01807247
clics	prone	0.01677763
