Test(F1),Value,Model,Weight
0.0,Identical,random,0.09326424870466321
0.9743589743589743,Different,random,0.9067357512953368
0.0,Identical,clics,0.09326424870466321
0.9743589743589743,Different,clics,0.9067357512953368
0.0,Identical,wn,0.09326424870466321
0.9600000000000001,Different,wn,0.9067357512953368
0.0,Identical,wn_concept,0.09326424870466321
0.9600000000000001,Different,wn_concept,0.9067357512953368
