Test (F1),Value,Model,Weight,Feature
0.7777777777777778,Words derived from Sinitic cha,Random,0.5392156862745098,Tea
0.0,Words derived from Min Nan Chinese te,Random,0.3627450980392157,Tea
0.0,Others,Random,0.09803921568627451,Tea
0.8750000000000001,Words derived from Sinitic cha,CLICS,0.5392156862745098,Tea
0.5,Words derived from Min Nan Chinese te,CLICS,0.3627450980392157,Tea
0.0,Others,CLICS,0.09803921568627451,Tea
